HOME FOR RENT (T18),Sophon Sakdaphisit,124 minute,Horror,1/19/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,125 minute,Horror,1/20/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,126 minute,Horror,1/21/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,127 minute,Horror,1/22/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,128 minute,Horror,1/23/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,129 minute,Horror,1/24/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,130 minute,Horror,1/25/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,131 minute,Horror,1/26/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,132 minute,Horror,1/27/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,133 minute,Horror,1/28/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,134 minute,Horror,1/29/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,135 minute,Horror,1/30/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,136 minute,Horror,1/31/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,137 minute,Horror,2/1/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,138 minute,Horror,2/2/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,139 minute,Horror,2/3/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,140 minute,Horror,2/4/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,141 minute,Horror,2/5/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,142 minute,Horror,2/6/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,143 minute,Horror,2/7/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,144 minute,Horror,2/8/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,145 minute,Horror,2/9/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,146 minute,Horror,2/10/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,147 minute,Horror,2/11/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,148 minute,Horror,2/12/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,149 minute,Horror,2/13/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,150 minute,Horror,2/14/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,151 minute,Horror,2/15/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,152 minute,Horror,2/16/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,153 minute,Horror,2/17/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,154 minute,Horror,2/18/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,155 minute,Horror,2/19/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,156 minute,Horror,2/20/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,157 minute,Horror,2/21/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,158 minute,Horror,2/22/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,159 minute,Horror,2/23/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
HOME FOR RENT (T18),Sophon Sakdaphisit,160 minute,Horror,2/24/2023,The film tells the story of a couple Ning, Kwin and their 7-year-old daughter named Ing. Because of financial difficulties, the couple decided to rent out their house and move to a cheap apartment to live. After the tenants moved in, Ning noticed that her husband began to behave abnormally. He becomes secretive and often disappears from the apartment and at 4 a.m. Kwin even has a strange tattoo on his chest that looks like a special symbol of a mysterious cult. As her husband's behavior becomes increasingly worrisome, Ning realizes her daughter is in danger. What secret is hiding in their rental house? T18 - MOVIES ARE POPULAR TO VIEWERS 18+ years old (18+)
